class,method,iid,line,true,false,inference
net/tzolov/cv/cropper/Scanner,scanPoint,289,289,88,22,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,scan,188,188,0,46,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,157,157,4167,4292,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/ImageDetector,detectImage,67,67,46,46,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,153,153,5668,546,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,152,152,546,546,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner$1,compare,204,204,46614,74696,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,251,251,0,24,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner$1,compare,206,206,50766,23930,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,sortPointClockwise,341,341,181,1,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,106,106,104,542,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,72,72,546,6,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,128,128,5668,546,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,127,127,546,1638,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,166,166,546,0,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,109,109,148,544,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,crop,115,115,43,43,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,167,167,5668,546,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,crop,118,118,0,43,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,217,217,1752,552,net/tzolov/cv/cropper/ImageDetector.detectImage:65
