class,method,iid,line,true,false,inference
net/tzolov/cv/cropper/SmartCropper,nativeScan,216,216,0,59,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,nativeScan,217,217,0,59,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,sortPointClockwise,310,310,236,59,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,209,209,634,0,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,112,112,48,630,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,64,64,8529,634,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,159,159,904,1910,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,115,115,216,630,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,245,245,72,34,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,289,289,100,25,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,scan,188,188,0,59,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,157,157,7504,5699,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/ImageDetector,detectImage,67,67,59,59,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,153,153,8513,630,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,152,152,630,630,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner$1,compare,204,204,206614,214895,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,251,251,0,34,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner$1,compare,206,206,153548,61347,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,sortPointClockwise,341,341,236,0,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,106,106,172,604,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,72,72,630,4,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,128,128,8513,630,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,127,127,630,1890,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,166,166,630,0,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,selectPoints,109,109,196,604,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,crop,115,115,58,58,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,choosePoint,167,167,8513,630,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/SmartCropper,crop,118,118,0,58,net/tzolov/cv/cropper/ImageDetector.detectImage:65
net/tzolov/cv/cropper/Scanner,scanPoint,217,217,2008,634,net/tzolov/cv/cropper/ImageDetector.detectImage:65
